,title,opn_wknd,gross,budget,runtime,directors,writers,cast,PG,PG-13,R,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,days,dir_rank,wri_rank,cast_rank
1811,Scream 2,32926342.0,1013.63301,240.0,120.0,['Wes Craven'],"['Kevin Williamson', 'Kevin Williamson']","['Jada Pinkett Smith', 'Omar Epps', 'Paulette Patterson', 'Rasila Schroeder', 'Heather Graham', 'Roger Jackson', 'Peter Deming', 'Molly Gross', 'Rebecca McFarland', 'Neve Campbell', 'Elise Neal', 'Liev Schreiber', 'Kevin Williamson', 'Sandy Heddings', 'Dave Allen Clark']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8339,416,1482,15773
1812,Sleepy Hollow,30060467.0,1010.71502,1000.0,105.0,['Tim Burton'],"['Washington Irving', 'Kevin Yagher']","['Johnny Depp', 'Christina Ricci', 'Miranda Richardson', 'Michael Gambon', 'Casper Van Dien', 'Jeffrey Jones', 'Richard Griffiths', 'Ian McDiarmid', 'Michael Gough', 'Christopher Walken', 'Marc Pickering', 'Lisa Marie', 'Steven Waddington', 'Claire Skinner', 'Christopher Lee']",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,7632,886,1854,17512
1813,Scream 3,34713342.0,891.43175,400.0,116.0,['Wes Craven'],"['Kevin Williamson', 'Ehren Kruger']","['Liev Schreiber', 'Beth Toussaint', 'Roger Jackson', 'Kelly Rutherford', 'Neve Campbell', 'Courteney Cox', 'Julie Janney', 'Richmond Arquette', 'Patrick Dempsey', 'Lynn McRee', ""Nancy O'Dell"", 'Ken Taylor', 'Scott Foley', 'Roger Corman', 'Lance Henriksen']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7555,416,2134,15600
1814,Saw II,31725652.0,870.39965,40.0,93.0,['Darren Lynn Bousman'],"['Leigh Whannell', 'Darren Lynn Bousman']","['Tobin Bell', 'Shawnee Smith', 'Donnie Wahlberg', 'Erik Knudsen', 'Franky G', 'Glenn Plummer', 'Emmanuelle Vaugier', 'Beverley Mitchell', 'Timothy Burd', 'Dina Meyer', 'Lyriq Bent', 'Noam Jenkins', 'Tony Nappo', 'Kelly Jones', 'Vincent Rother']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5462,902,1886,14814
1815,The Amityville Horror,7843467.0,864.32,47.0,117.0,['Stuart Rosenberg'],"['Sandor Stern', 'Jay Anson']","['James Brolin', 'Margot Kidder', 'Rod Steiger', 'Don Stroud', 'Murray Hamilton', 'John Larch', 'Natasha Ryan', 'K.C. Martel', 'Meeno Peluce', 'Michael Sacks', 'Helen Shaver', 'Amy Wright', 'Val Avery', 'Irene Dailey', 'Marc Vahanian']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15052,782,1374,16247
1816,The Amityville Horror,23507007.0,652.33369,190.0,90.0,['Andrew Douglas'],"['Scott Kosar', 'Jay Anson']","['Ryan Reynolds', 'Melissa George', 'Jesse James', 'Jimmy Bennett', 'Chloë Grace Moretz', 'Rachel Nichols', 'Philip Baker Hall', 'Isabel Conner', 'Brendan Donaldson', 'Annabel Armour', 'Rich Komenich', 'David Gee', 'Danny McCarthy', 'Nancy Lollar', 'José Taitano']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5658,782,1374,16247
1817,Paranormal Activity 2,40678424.0,847.52907,30.0,91.0,['Tod Williams'],"['Michael R. Perry', 'Christopher Landon']","['David Bierend', 'Brian Boland', 'Molly Ephraim', 'Katie Featherston', 'Seth Ginsberg', 'Sprague Grayden', 'William Juan Prieto', 'Jackson Xenia Prieto', 'Micah Sloat', 'Vivis Colombetti']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3642,957,2032,16450
1818,Dracula,30521679.0,825.2279,400.0,128.0,['Francis Ford Coppola'],"['Bram Stoker', 'James V. Hart']","['Gary Oldman', 'Winona Ryder', 'Anthony Hopkins', 'Keanu Reeves', 'Richard E. Grant', 'Cary Elwes', 'Billy Campbell', 'Sadie Frost', 'Tom Waits', 'Monica Bellucci', 'Michaela Bercu', 'Florina Kendrick', 'Jay Robinson', 'I.M. Hobson', 'Laurie Franks']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10194,227,1865,16984
1819,Dracula,3141281.0,201.5897,121.64,109.0,['John Badham'],"['W.D. Richter', 'Hamilton Deane']","['Frank Langella', 'Laurence Olivier', 'Donald Pleasence', 'Kate Nelligan', 'Trevor Eve', 'Jan Francis', 'Janine Duvitski', 'Tony Haygarth', 'Teddy Turner', 'Sylvester McCoy', 'Kristine Howarth', 'Joe Belcher', 'Ted Carroll', 'Frank Birch', 'Gabor Vernon']",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,15059,227,1865,16984
1820,The Texas Chainsaw Massacre,29100000.0,805.71655,95.0,98.0,['Marcus Nispel'],"['Kim Henkel', 'Tobe Hooper']","['Jessica Biel', 'Jonathan Tucker', 'Erica Leerhsen', 'Mike Vogel', 'Eric Balfour', 'Andrew Bryniarski', 'R. Lee Ermey', 'David Dorfman', 'Lauren German', 'Terrence Evans', 'Marietta Marich', 'Heather Kafka', 'Kathy Lamkin', 'Brad Leland', 'Mamie Meek']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6204,922,1824,14253
1821,Alien,3527881.0,817.65459,110.0,117.0,['Ridley Scott'],"[""Dan O'Bannon"", ""Dan O'Bannon""]","['Tom Skerritt', 'Sigourney Weaver', 'Veronica Cartwright', 'Harry Dean Stanton', 'John Hurt', 'Ian Holm', 'Yaphet Kotto', 'Bolaji Badejo', 'Helen Horton']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15087,845,1105,16332
1822,The Ring Two,35065237.0,762.31249,500.0,110.0,['Hideo Nakata'],"['Ehren Kruger', 'Kôji Suzuki']","['Naomi Watts', 'Simon Baker', 'David Dorfman', 'Elizabeth Perkins', 'Gary Cole', 'Sissy Spacek', 'Ryan Merriman', 'Emily VanCamp', 'Kelly Overton', 'James Lesure', 'Daveigh Chase', 'Kelly Stables', 'Cooper Thornton', 'Marilyn McIntyre', 'Jesse Burch']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5686,925,2134,17699
1823,I Know What You Did Last Summer,15818645.0,725.86134,170.0,101.0,['Jim Gillespie'],"['Lois Duncan', 'Kevin Williamson']","['Jennifer Love Hewitt', 'Sarah Michelle Gellar', 'Ryan Phillippe', 'Freddie Prinze Jr.', 'Muse Watson', 'Bridgette Wilson-Sampras', 'Anne Heche', 'Johnny Galecki', 'Stuart Greer', 'J. Don Ferguson', 'Deborah Hobart', 'Mary McMillan', ""Rasool J'Han"", 'Dan Albright', 'Lynda Clark']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8395,551,1482,14004
1824,1408,20617667.0,719.85628,250.0,104.0,['Mikael Håfström'],"['Matt Greenberg', 'Scott Alexander']","['John Cusack', 'Tony Shalhoub', 'Len Cariou', 'Isiah Whitlock Jr.', 'Jasmine Jessica Anthony', 'Paul Birchard', 'Margot Leicester', 'Walter Lewis', 'Eric Meyers', 'David Nicholson', 'Holly Hayes', 'Alexandra Silber', 'Johann Urb', 'Andrew Lee Potts', 'Emily Harvey']",0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,4860,555,1550,15595
1825,The Witches of Eastwick,9454238.0,637.6651,220.0,118.0,['George Miller'],"['John Updike', 'Michael Cristofer']","['Jack Nicholson', 'Cher', 'Susan Sarandon', 'Michelle Pfeiffer', 'Veronica Cartwright', 'Richard Jenkins', 'Keith Jochim', 'Carel Struycken', 'Helen Lloyd Breed', 'Caroline Struzik', 'Michele Sincavage', 'Nicol Sincavage', 'Heather Coleman', 'Carolyn Ditmars', 'Cynthia Ditmars']",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,12175,831,552,13090
1826,Underworld Awakening,25306725.0,623.21039,700.0,88.0,"['Måns Mårlind', 'Björn Stein']","['Len Wiseman', 'John Hlavin']","['Kate Beckinsale', 'Stephen Rea', 'Michael Ealy', 'Theo James', 'India Eisley', 'Sandrine Holt', 'Charles Dance', 'Kris Holden-Ried', 'Jacob Blair', 'Adam Greydon Reid', 'Catlin Adams', 'Robert Lawrenson', 'Lee Majdoub', 'John Innes', 'Tyler McClendon']",0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3187,818,1679,16090
1827,Hellboy,23172440.0,596.23958,660.0,122.0,['Guillermo del Toro'],"['Guillermo del Toro', 'Guillermo del Toro']","['Ron Perlman', 'John Hurt', 'Selma Blair', 'Rupert Evans', 'Karel Roden', 'Jeffrey Tambor', 'Doug Jones', 'Brian Steele', 'Ladislav Beran', 'Biddy Hodson', 'Corey Johnson', 'Kevin Trainor', 'Brian Caspe', 'James Babson', 'Stephen Fisher']",0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6036,645,1359,16348
1828,Hellboy,12045147.0,219.03748,500.0,120.0,['Neil Marshall'],"['Andrew Cosby', 'Mike Mignola']","['Mark Stanley', 'Brian Gleeson', 'Nadya Keranova', 'Maria Tepavicharova', 'Ana Tabakova', 'Milla Jovovich', 'Penelope Mitchell', 'Terry Randal', 'Ian McShane', 'David Harbour', 'Mario de la Rosa', 'Christopher Mata', 'Atanas Srebrev', 'Dawn Sherrer', 'Michael Heath']",0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,548,645,1359,16348
1829,Dawn of the Dead,26722575.0,590.20957,260.0,101.0,['Zack Snyder'],"['George A. Romero', 'James Gunn']","['Sarah Polley', 'Ving Rhames', 'Jake Weber', 'Mekhi Phifer', 'Ty Burrell', 'Michael Kelly', 'Kevin Zegers', 'Michael Barry', 'Lindy Booth', 'Jayne Eastwood', 'Boyd Banks', 'Inna Korobkina', 'R.D. Reid', 'Kim Poirier', 'Matt Frewer']",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6050,1046,2234,16203
1830,Death Becomes Her,12110355.0,584.2265,550.0,104.0,['Robert Zemeckis'],"['Martin Donovan', 'David Koepp']","['Meryl Streep', 'Bruce Willis', 'Goldie Hawn', 'Isabella Rossellini', 'Ian Ogilvy', 'Adam Storke', 'Nancy Fish', 'Alaina Reed-Hall', 'Michelle Johnson', 'Mary Ellen Trainor', 'William Frankfather', 'John Ingle', 'Clement von Franckenstein', 'Petrea Burchard', 'Jim Jansen']",0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10299,704,1906,17675
1831,Saw V,30053954.0,567.46769,108.0,92.0,['David Hackl'],"['Patrick Melton', 'Marcus Dunstan']","['Tobin Bell', 'Costas Mandylor', 'Scott Patterson', 'Betsy Russell', 'Julie Benz', 'Meagan Good', 'Mark Rolston', 'Carlo Rota', 'Greg Bryk', 'Laura Gordon', 'Joris Jarsky', 'Mike Butters', 'Al Sapienza', 'Mike Realba', 'Jeff Pustil']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4370,873,1412,15845
1832,Dracula Untold,23514615.0,562.80355,700.0,92.0,['Gary Shore'],"['Matt Sazama', 'Burk Sharpless']","['Luke Evans', 'Sarah Gadon', 'Dominic Cooper', 'Art Parkinson', 'Charles Dance', 'Diarmaid Murtagh', 'Paul Kaye', 'William Houston', 'Noah Huntley', 'Ronan Vibert', 'Zach McGowan', 'Ferdinand Kingsley', 'Joseph Long', 'Thor Kristjansson', 'Jakub Gierszal']",0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,2193,783,1713,17438
1833,Wallace & Gromit: The Curse of the Were-Rabbit,16025987.0,561.10897,300.0,85.0,"['Steve Box', 'Nick Park']","['Steve Box', 'Nick Park']","['Peter Sallis', 'Ralph Fiennes', 'Helena Bonham Carter', 'Peter Kay', 'Nicholas Smith', 'Liz Smith', 'John Thomson', 'Mark Gatiss', 'Vincent Ebrahim', 'Geraldine McEwan', 'Edward Kelsey', 'Dicken Ashworth', 'Robert Horvath', 'Pete Atkin', 'Noni Lewis']",0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,5483,593,1186,16262
1834,Saw,18276468.0,560.00369,12.0,103.0,['James Wan'],"['Leigh Whannell', 'James Wan']","['Leigh Whannell', 'Cary Elwes', 'Danny Glover', 'Ken Leung', 'Dina Meyer', 'Mike Butters', 'Paul Gutrecht', 'Michael Emerson', 'Benito Martinez', 'Shawnee Smith', 'Makenzie Vega', 'Monica Potter', 'Ned Bellamy', 'Alexandra Bokyun Chun', 'Avner Garbi']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5826,991,1820,14414
1835,Hansel & Gretel: Witch Hunters,19690956.0,557.03475,500.0,88.0,['Tommy Wirkola'],['Tommy Wirkola'],"['Jeremy Renner', 'Gemma Arterton', 'Famke Janssen', 'Pihla Viitala', 'Derek Mears', 'Robin Atkin Downes', 'Ingrid Bolsø Berdal', 'Joanna Kulig', 'Thomas Mann', 'Peter Stormare', 'Bjørn Sundquist', 'Rainer Bock', 'Thomas Scharff', 'Kathrin Kühnel', 'Cedric Eich']",0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2816,677,1368,17522
1836,Alien 3,19449867.0,554.73545,500.0,114.0,['David Fincher'],"[""Dan O'Bannon"", 'Ronald Shusett']","['Sigourney Weaver', 'Charles S. Dutton', 'Charles Dance', 'Paul McGann', 'Brian Glover', 'Ralph Brown', 'Danny Webb', 'Christopher John Fields', 'Holt McCallany', 'Lance Henriksen', 'Christopher Fairbank', 'Carl Chase', 'Leon Herbert', 'Vincenzo Nicoli', 'Pete Postlethwaite']",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10369,743,1756,14422
1837,Spawn,19738749.0,548.70175,400.0,96.0,['Mark A.Z. Dippé'],"['Todd McFarlane', 'Alan B. McElroy']","['Michael Jai White', 'John Leguizamo', 'Martin Sheen', 'Theresa Randle', 'Nicol Williamson', 'D.B. Sweeney', 'Melinda Clarke', 'Miko Hughes', 'Sydni Beaudoin', 'Michael Papajohn', 'Frank Welker', 'Robia Scott', 'John Cothran', 'Caroline Gibson', 'Marc Robinson']",0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8472,679,1370,16341
1838,Paranormal Activity 4,29003866.0,538.85,50.0,88.0,"['Henry Joost', 'Ariel Schulman']","['Christopher Landon', 'Chad Feehan']","['Katie Featherston', 'Kathryn Newton', 'Matt Shively', 'Aiden Lovekamp', 'Brady Allen', 'Stephen Dunham', 'Alexondra Lee', 'Georgica Pettus', 'Alisha Boe', 'Brendon Eggertsen', 'Constance Esposito', 'Ty Dawson', 'Jonah Pasco', 'Rightor Doyle', 'Tamara Bersane']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2914,877,1819,15732
1839,The Devil Inside,33732515.0,532.61944,10.0,83.0,['William Brent Bell'],"['William Brent Bell', 'Matthew Peterman']","['Fernanda Andrade', 'Simon Quarterman', 'Evan Helmuth', 'Ionut Grama', 'Suzan Crowley', 'Bonnie Morgan', 'Brian Johnson', 'Jeff Victoroff', 'Pamela Davis', 'John Prosky', 'Claudiu Istodor', 'Toma Danila', 'Claudiu Trandafir', 'Maria Junghetu', 'Ilinca Harnut']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3201,640,1534,15139
1840,Blade: Trinity,16100000.0,524.11906,650.0,113.0,['David S. Goyer'],"['David S. Goyer', 'Marv Wolfman']","['Wesley Snipes', 'Kris Kristofferson', 'Dominic Purcell', 'Jessica Biel', 'Ryan Reynolds', 'Parker Posey', 'Mark Berry', 'John Michael Higgins', 'Callum Keith Rennie', 'Paul Levesque', 'Paul Anthony', 'Françoise Yip', 'Michael Anthony Rawlins', 'James Remar', 'Natasha Lyonne']",0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5786,631,2200,16247
1841,The Dark Tower,19153698.0,507.01325,600.0,95.0,['Nikolaj Arcel'],"['Akiva Goldsman', 'Jeff Pinkner']","['Matthew McConaughey', 'Idris Elba', 'Tom Taylor', 'Dennis Haysbert', 'Ben Gavin', 'Claudia Kim', 'Jackie Earle Haley', 'Fran Kranz', 'Abbey Lee', 'Katheryn Winnick', 'Nicholas Pauling', 'Michael Barbieri', 'José Zúñiga', 'Nicholas Hamilton', 'Inge Beckmann']",0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1164,661,2147,17373
1842,Stigmata,18309666.0,500.46268,290.0,103.0,['Rupert Wainwright'],"['Tom Lazarus', 'Tom Lazarus']","['Patricia Arquette', 'Gabriel Byrne', 'Jonathan Pryce', 'Nia Long', 'Thomas Kopache', 'Rade Serbedzija', 'Enrico Colantoni', 'Dick Latessa', 'Portia de Rossi', 'Patrick Muldoon', 'Ann Cusack', 'Shaun Toub', 'Tom Hodges', 'Lydia Hazan', 'Shaun Duke']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7702,527,1293,16564
1843,A Nightmare on Elm Street 4: The Dream Master,12833403.0,493.69899,130.0,93.0,['Renny Harlin'],"['Wes Craven', 'William Kotzwinkle']","['John Beckman', 'Kisha Brackel', 'Brooke Bundy', 'Wanda Bursey', 'Hope Marie Carlton', 'Kristen Clayton', 'Duane Davis', 'Rodney Eastman', 'Robert Englund', 'Richard Garrison', 'Danny Hassel', 'Andras Jones', 'Tuesday Knight', 'Jeff Levine', 'Joanna Lipari']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11741,532,880,7024
1844,Sinister,18007634.0,480.86903,30.0,110.0,['Scott Derrickson'],"['Scott Derrickson', 'C. Robert Cargill']","['Ethan Hawke', 'Juliet Rylance', 'Fred Thompson', 'James Ransone', ""Michael Hall D'Addario"", 'Clare Foley', 'Rob Riley', 'Tavis Smiley', 'Janet Zappala', 'Victoria Leigh', 'Cameron Ocasio', 'Ethan Haberfield', 'Danielle Kotch', 'Blake Mizrahi', 'Nicholas King']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2921,921,1867,15153
1845,When a Stranger Calls,21607203.0,478.60214,150.0,87.0,['Simon West'],"['Jake Wade Wall', 'Steve Feke']","['Camilla Belle', 'Tommy Flanagan', 'Katie Cassidy', 'Tessa Thompson', 'Brian Geraghty', 'Clark Gregg', 'Derek de Lint', 'Kate Jennings Grant', 'David Denman', 'Arthur Young', 'Madeline Carroll', 'Steve Eastin', 'John Bobek', 'Brad Surosky', 'Karina Logue']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5364,832,1489,17521
1846,The Skeleton Key,16057945.0,479.07715,430.0,104.0,['Iain Softley'],['Ehren Kruger'],"['Kate Hudson', 'Gena Rowlands', 'John Hurt', 'Peter Sarsgaard', 'Joy Bryant', 'Maxine Barnett', 'Fahnlohnee R. Harris', 'Marion Zinser', 'Deneen Tyler', 'Ann Dalrymple', 'Trula M. Marcus', 'Tonya Staten', 'Thomas Uskali', 'Jen Apgar', 'Forrest Landis']",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,5539,588,2134,16332
1847,Alien: Resurrection,16474092.0,477.95658,750.0,109.0,['Jean-Pierre Jeunet'],"[""Dan O'Bannon"", 'Ronald Shusett']","['Sigourney Weaver', 'Winona Ryder', 'Dominique Pinon', 'Ron Perlman', 'Gary Dourdan', 'Michael Wincott', 'Kim Flowers', 'Dan Hedaya', 'J.E. Freeman', 'Brad Dourif', 'Raymond Cruz', 'Leland Orser', 'Carolyn Campbell', 'Marlene Bush', 'David St. James']",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8355,584,1756,14081
1848,Hostel,19556099.0,473.26473,48.0,94.0,['Eli Roth'],['Eli Roth'],"['Jay Hernandez', 'Derek Richardson', 'Eythor Gudjonsson', 'Barbara Nedeljakova', 'Jan Vlasák', 'Jana Kaderabkova', 'Jennifer Lim', 'Keiko Seiko', 'Lubomír Bukový', 'Jana Havlickova', 'Rick Hoffman', 'Petr Janis', 'Takashi Miike', 'Patrik Zigo', 'Milda Jedi Havlas']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5392,509,715,13545
1849,Boo 2! A Madea Halloween,21226953.0,473.19572,250.0,101.0,['Tyler Perry'],"['Tyler Perry', 'Brian Schulman']","['Tyler Perry', 'Cassi Davis', 'Patrice Lovely', 'Yousef Erakat', 'Diamond White', 'Lexy Panterra', 'Andre Hall', ""Brock O'Hurn"", 'Tito Ortiz', 'Taja V. Simpson', 'Inanna Sarkis', 'Hannah Stocking', 'Mike Tornabene', 'J.C. Caylen', 'Akende Munalula']",0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1087,793,1608,14024
1850,Silent Hill,20152598.0,469.82632,500.0,125.0,['Christophe Gans'],['Roger Avary'],"['Radha Mitchell', 'Sean Bean', 'Laurie Holden', 'Deborah Kara Unger', 'Kim Coates', 'Tanya Allen', 'Alice Krige', 'Jodelle Ferland', 'Colleen Williams', 'Ron Gabriel', 'Eve Crawford', 'Derek Ritschel', 'Amanda Hiebert', 'Nicky Guadagni', 'Maxine Dumont']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5287,324,1336,14529
1851,Final Destination 2,16200000.0,469.61214,260.0,90.0,['David R. Ellis'],"['J. Mackye Gruber', 'Eric Bress']","['Ali Larter', 'A.J. Cook', 'Michael Landes', 'David Paetkau', 'James Kirk', 'Lynda Boyd', 'Keegan Connor Tracy', 'Jonathan Cherry', ""Terrence 'T.C.' Carson"", 'Justina Machado', 'Tony Todd', 'Sarah Carter', 'Alejandro Rae', 'Shaun Sipos', 'Andrew Airlie']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6463,536,1406,16162
1852,Boogeyman,19020655.0,467.52382,200.0,89.0,['Stephen Kay'],"['Eric Kripke', 'Eric Kripke']","['Barry Watson', 'Emily Deschanel', 'Skye McCole Bartusiak', 'Tory Mussett', 'Andrew Glover', 'Lucy Lawless', 'Charles Mesure', 'Philip Gordon', 'Aaron Murphy', 'Jennifer Rucker', 'Scott Wills', 'Michael Saccente', 'Louise Wallace', 'Brenda Simmons', 'Josie Tweed']",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,5728,654,1481,12544
1853,Goosebumps 2: Haunted Halloween,15802225.0,467.00633,350.0,90.0,['Ari Sandel'],"['Rob Lieber', 'Rob Lieber']","['Wendi McLendon-Covey', 'Madison Iseman', 'Jeremy Ray Taylor', 'Caleel Harris', 'Ken Jeong', 'Chris Parnell', 'Bryce Cass', 'Peyton Wich', 'Shari Headley', 'Christian Finlayson', 'Matthew J. Vasquez', 'Courtney Lauren Cummings', 'Jessi Goei', 'Drew Scheid', 'Tyler Silva']",1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,730,549,1326,17453
1854,Saw: The Final Chapter,22530123.0,457.10178,200.0,90.0,['Kevin Greutert'],"['Patrick Melton', 'Marcus Dunstan']","['Tobin Bell', 'Costas Mandylor', 'Betsy Russell', 'Cary Elwes', 'Sean Patrick Flanery', 'Chad Donella', 'Gina Holden', 'Laurence Anthony', 'Dean Armstrong', 'Naomi Snieckus', 'Rebecca Marshall', 'James Van Patten', 'Sebastian Pigott', 'Jon Cor', 'Anne Lee Greene']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3635,639,1412,13580
1855,Jaws 3-D,13422500.0,455.17055,205.0,99.0,['Joe Alves'],"['Peter Benchley', 'Richard Matheson']","['Dennis Quaid', 'Bess Armstrong', 'Simon MacCorkindale', 'Louis Gossett Jr.', 'John Putch', 'Lea Thompson', 'P.H. Moriarty', 'Dan Blasko', 'Liz Morris', 'Lisa Maurer', 'Harry Grant', 'Andy Hansen', 'P.T. Horn', 'John Edson', 'Kaye Stevens']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,13596,463,775,10851
1856,Ma,18099805.0,458.96028,50.0,99.0,['Tate Taylor'],['Scotty Landes'],"['Octavia Spencer', 'Diana Silvers', 'Juliette Lewis', 'McKaley Miller', 'Corey Fogelmanis', 'Gianni Paolo', 'Dante Brown', 'Tanyell Waivers', 'Dominic Burgess', 'Heather Marie Pate', 'Tate Taylor', 'Luke Evans', 'Margaret Fegan', 'Missi Pyle', 'Allison Janney']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,499,767,1278,17438
1857,28 Days Later...,10061858.0,450.64915,80.0,113.0,['Danny Boyle'],['Alex Garland'],"['Alex Palmer', 'Bindu De Stoppani', 'Jukka Hiltunen', 'David Schneider', 'Cillian Murphy', 'Toby Sedgwick', 'Naomie Harris', 'Noah Huntley', 'Christopher Dunne', 'Emma Hitching', 'Alexander Delamere', 'Kim McGarrity', 'Brendan Gleeson', 'Megan Burns', 'Justin Hackney']",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,6316,341,519,17097
1858,A Nightmare on Elm Street 3: Dream Warriors,8880555.0,447.93222,45.0,96.0,['Chuck Russell'],"['Wes Craven', 'Bruce Wagner']","['Heather Langenkamp', 'Craig Wasson', 'Patricia Arquette', 'Robert Englund', 'Ken Sagoes', 'Rodney Eastman', 'Jennifer Rubin', 'Bradley Gregg', 'Ira Heiden', 'Laurence Fishburne', 'Penelope Sudrow', 'John Saxon', 'Priscilla Pointer', 'Clayton Landey', 'Brooke Bundy']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,12280,700,610,15962
1859,47 Meters Down,11205561.0,443.07191,53.0,89.0,['Johannes Roberts'],"['Johannes Roberts', 'Ernest Riera']","['Mandy Moore', 'Claire Holt', 'Chris Johnson', 'Yani Gellman', 'Santiago Segura', 'Matthew Modine']",0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1213,304,593,16706
1860,Hereditary,13575172.0,440.69456,100.0,127.0,['Ari Aster'],['Ari Aster'],"['Alex Wolff', 'Gabriel Byrne', 'Toni Collette', 'Milly Shapiro', 'Christy Summerhays', 'Morgan Lund', 'Mallory Bechtel', 'Jake Brown', 'Harrison Nell', 'BriAnn Rachele', 'Heidi Méndez', 'Moises L. Tovar', 'Jarrod Phillips', 'Ann Dowd', 'Brock McKinney']",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,856,313,624,14807
