,title,opn_wknd,gross,budget,runtime,directors,writers,cast,PG,PG-13,R,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,days,dir_rank,wri_rank,cast_rank
323,Rampage,35753093.0,1010.28233,1200.0,107.0,['Brad Peyton'],"['Ryan Engle', 'Carlton Cuse']","['Dwayne Johnson', 'Naomie Harris', 'Malin Akerman', 'Jeffrey Dean Morgan', 'Jake Lacy', 'Joe Manganiello', 'Marley Shelton', 'P.J. Byrne', 'Demetrius Grosse', 'Jack Quaid', 'Breanne Parhiala', 'Matt Gerald', 'Will Yun Lee', 'Urijah Faber', 'Bruce Blackshear']",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,912,952,2091,17384
324,Charlie's Angels: Full Throttle,37634221.0,1008.30111,1200.0,106.0,['McG'],"['Ivan Goff', 'Ben Roberts']","['Cameron Diaz', 'Drew Barrymore', 'Lucy Liu', 'Bernie Mac', 'Crispin Glover', 'Justin Theroux', 'Robert Patrick', 'Demi Moore', 'Rodrigo Santoro', 'Shia LaBeouf', 'Matt LeBlanc', 'Luke Wilson', 'John Cleese', ""Ja'net DuBois"", 'Cheung-Yan Yuen']",0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6316,920,1988,16603
325,Cowboys & Aliens,36431290.0,1002.40551,1630.0,119.0,['Jon Favreau'],"['Roberto Orci', 'Alex Kurtzman']","['Daniel Craig', 'Abigail Spencer', 'Buck Taylor', 'Matthew Taylor', 'Cooper Taylor', 'Clancy Brown', 'Paul Dano', 'Chris Browning', 'Adam Beach', 'Sam Rockwell', 'Ana de la Reguera', 'Noah Ringer', 'Brian Duffy', 'Olivia Wilde', 'Keith Carradine']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3362,1062,2209,16296
326,Kingsman: The Golden Circle,39023010.0,1002.34838,1040.0,141.0,['Matthew Vaughn'],"['Jane Goldman', 'Matthew Vaughn']","['Taron Egerton', 'Edward Holcroft', 'Gordon Alexander', 'Mark Strong', 'Hanna Alström', 'Calvin Demba', 'Thomas Turgoose', 'Tobi Bakare', 'Julianne Moore', 'Keith Allen', 'Tom Benedict Knight', 'Colin Firth', 'Michael Gambon', 'Sophie Cookson', 'Björn Granath']",0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1115,894,1952,16106
327,Edge of Tomorrow,28760246.0,1002.06256,1780.0,113.0,['Doug Liman'],"['Christopher McQuarrie', 'Jez Butterworth']","['Tom Cruise', 'Emily Blunt', 'Brendan Gleeson', 'Bill Paxton', 'Jonas Armstrong', 'Tony Way', 'Kick Gurry', 'Franz Drameh', 'Dragomir Mrsic', 'Charlotte Riley', 'Masayoshi Haneda', 'Terence Maynard', 'Noah Taylor', 'Lara Pulver', 'Madeleine Mantock']",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2319,874,1948,14697
328,Die Hard with a Vengeance,22162245.0,1000.12499,900.0,128.0,['John McTiernan'],"['Jonathan Hensleigh', 'Roderick Thorp']","['Bruce Willis', 'Jeremy Irons', 'Samuel L. Jackson', 'Graham Greene', 'Colleen Camp', 'Larry Bryggman', 'Anthony Peck', 'Nick Wyman', 'Sam Phillips', 'Kevin Chamberlin', 'Sharon Washington', 'Stephen Pearlman', 'Michael Alexander Jackson', 'Aldis Hodge', 'Mischa Hausserman']",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9277,436,1380,16525
329,Olympus Has Fallen,30373794.0,989.2564,700.0,119.0,['Antoine Fuqua'],"['Creighton Rothenberger', 'Katrin Benedikt']","['Gerard Butler', 'Aaron Eckhart', 'Finley Jacobsen', 'Dylan McDermott', 'Rick Yune', 'Morgan Freeman', 'Angela Bassett', 'Melissa Leo', 'Radha Mitchell', 'Cole Hauser', 'Phil Austin', 'James Ingersoll', 'Freddy Bosche', 'Lance Broadway', ""Sean O'Bryan""]",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2760,862,1716,15841
330,The Green Hornet,33526876.0,987.80042,1200.0,119.0,['Michel Gondry'],"['Seth Rogen', 'Evan Goldberg']","['Seth Rogen', 'Jay Chou', 'Cameron Diaz', 'Tom Wilkinson', 'Christoph Waltz', 'David Harbour', 'Edward James Olmos', 'Jamie Harris', 'Chad L. Coleman', 'Edward Furlong', 'Jill Remez', ""Joe O'Connor"", 'Morgan Rusler', 'Joshua Erenberg', 'Analeigh Tipton']",0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558,713,1781,16348
331,Inspector Gadget,21889138.0,974.03112,900.0,78.0,['David Kellogg'],"['Andy Heyward', 'Jean Chalopin']","['Matthew Broderick', 'Rupert Everett', 'Joely Fisher', 'Michelle Trachtenberg', 'Andy Dick', 'Cheri Oteri', 'Mike Hagerty', 'Dabney Coleman', 'D.L. Hughley', 'Rene Auberjonois', 'Frances Bay', 'Mr. T', 'Richard Kiel', 'Richard Lee-Sung', 'Bobby Bell']",1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7751,738,1511,17077
332,The Book of Eli,32789494.0,948.35059,800.0,118.0,"['Albert Hughes', 'Allen Hughes']",['Gary Whitta'],"['Denzel Washington', 'Gary Oldman', 'Mila Kunis', 'Ray Stevenson', 'Jennifer Beals', 'Evan Jones', 'Joe Pingue', 'Frances de la Tour', 'Michael Gambon', 'Tom Waits', 'Chris Browning', 'Richard Cetrone', 'Lateef Crowder', 'Keith Splinter Davis', 'Don Thai Theerathada']",0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3922,557,1858,17144
333,"10,000 BC",35867488.0,947.84201,1050.0,109.0,['Roland Emmerich'],"['Roland Emmerich', 'Harald Kloser']","['Steven Strait', 'Camilla Belle', 'Cliff Curtis', 'Joel Virgel', 'Affif Ben Badra', 'Mo Zinal', 'Nathanael Baring', 'Mona Hammond', 'Marco Khan', 'Reece Ritchie', 'Joel Fry', 'Omar Sharif', 'Kristian Beazley', 'Junior Oliphant', ""Louise Tu'u""]",0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4601,944,2127,15450
334,The Mask of Zorro,22525855.0,940.95523,950.0,136.0,['Martin Campbell'],"['Johnston McCulley', 'Ted Elliott']","['José María de Tavira', 'Diego Sieres', 'Emiliano Guerra', 'Yolanda Orizaga', 'Paco Morayta', 'William Marquez', 'Stuart Wilson', 'Tony Amendola', 'Anthony Hopkins', 'Pedro Altamirano', 'Luisa Huertas', 'María Fernández Cruz', 'Mónica Fernández Cruz', 'Julieta Rosen', 'Antonio Banderas']",0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,8122,848,2199,16191
335,Master and Commander: The Far Side of the World,25105990.0,939.2792,1500.0,138.0,['Peter Weir'],"[""Patrick O'Brian"", 'Peter Weir']","['Russell Crowe', 'Paul Bettany', ""James D'Arcy"", 'Edward Woodall', 'Chris Larkin', 'Max Pirkis', 'Jack Randall', 'Max Benitz', 'Lee Ingleby', 'Richard Pates', 'Robert Pugh', 'Richard McCabe', 'Ian Mercer', 'Tony Dolan', 'David Threlfall']",0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,6176,537,1665,17658
336,Tomorrowland,33028165.0,934.36322,1900.0,130.0,['Brad Bird'],"['Damon Lindelof', 'Brad Bird']","['George Clooney', 'Hugh Laurie', 'Britt Robertson', 'Raffey Cassidy', 'Tim McGraw', 'Kathryn Hahn', 'Keegan-Michael Key', 'Chris Bauer', 'Thomas Robinson', 'Pierce Gagnon', 'Matthew MacCaull', 'Judy Greer', 'Matthew Kevin Anderson', 'Michael Giacchino', 'D. Harlan Cutshall']",1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1969,1026,2173,16812
337,The Magnificent Seven,34703397.0,934.32655,900.0,132.0,['Antoine Fuqua'],"['Akira Kurosawa', 'Shinobu Hashimoto']","['Denzel Washington', 'Chris Pratt', 'Ethan Hawke', ""Vincent D'Onofrio"", 'Byung-hun Lee', 'Manuel Garcia-Rulfo', 'Martin Sensmeier', 'Haley Bennett', 'Peter Sarsgaard', 'Luke Grimes', 'Matt Bomer', 'Jonathan Joss', 'Cam Gigandet', 'Emil Beheshti', 'Mark Ashworth']",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1479,862,1946,17193
338,Cats & Dogs,21707617.0,933.85515,600.0,87.0,['Lawrence Guterman'],"['John Requa', 'Glenn Ficarra']","['Jeff Goldblum', 'Elizabeth Perkins', 'Alexander Pollock', 'Miriam Margolyes', 'Myron Natwick', 'Doris Chillcott', 'Kirsten Robek', 'Frank C. Turner', 'Mar Andersons', 'Gillian Barber', 'Carol Ann Susi', 'Randi Kaplan', 'Mary Bogue', 'Alvin Sanders', 'Mark Schooley']",1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7039,734,1250,15863
339,Elysium,29807393.0,930.50117,1150.0,109.0,['Neill Blomkamp'],['Neill Blomkamp'],"['Matt Damon', 'Jodie Foster', 'Sharlto Copley', 'Alice Braga', 'Diego Luna', 'Wagner Moura', 'William Fichtner', 'Brandon Auret', 'Josh Blacker', 'Emma Tremblay', 'Jose Pablo Cantillo', 'Maxwell Perry Cotton', 'Faran Tahir', 'Adrian Holmes', 'Jared Keeso']",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2620,843,1737,17096
340,Non-Stop,28875635.0,921.686,500.0,106.0,['Jaume Collet-Serra'],"['John W. Richardson', 'Christopher Roach']","['Liam Neeson', 'Julianne Moore', 'Scoot McNairy', 'Michelle Dockery', 'Nate Parker', 'Corey Stoll', ""Lupita Nyong'o"", 'Omar Metwally', 'Jason Butler Harner', 'Linus Roache', 'Shea Whigham', 'Anson Mount', 'Quinn McColgan', 'Corey Hawkins', 'Frank Deal']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2417,684,1817,17803
341,Blade Runner 2049,32753122.0,920.54159,1500.0,164.0,['Denis Villeneuve'],"['Hampton Fancher', 'Michael Green']","['Ryan Gosling', 'Dave Bautista', 'Robin Wright', 'Mark Arnold', 'Vilma Szécsi', 'Ana de Armas', 'Wood Harris', 'David Dastmalchian', 'Tómas Lemarquis', 'Sylvia Hoeks', 'Edward James Olmos', 'Jared Leto', 'Sallie Harmsen', 'Hiam Abbass', 'Mackenzie Davis']",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1101,674,1951,17392
342,John Wick: Chapter 2,30436123.0,920.29184,400.0,122.0,['Chad Stahelski'],"['Derek Kolstad', 'Derek Kolstad']","['Keanu Reeves', 'Riccardo Scamarcio', 'Ian McShane', 'Ruby Rose', 'Common', 'Claudia Gerini', 'Lance Reddick', 'Laurence Fishburne', 'Tobias Segal', 'John Leguizamo', 'Bridget Moynahan', 'Thomas Sadoski', 'Erik Frandsen', 'David Patrick Kelly', 'Perry Yung']",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1339,915,1917,16220
343,Star Trek: First Contact,30716131.0,920.27888,450.0,111.0,['Jonathan Frakes'],"['Gene Roddenberry', 'Rick Berman']","['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner', 'LeVar Burton', 'Michael Dorn', 'Gates McFadden', 'Marina Sirtis', 'Alfre Woodard', 'James Cromwell', 'Alice Krige', 'Michael Horton', 'Neal McDonough', 'Marnie McPhail', 'Robert Picardo', 'Dwight Schultz']",0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,8724,716,1676,16002
344,Kindergarten Cop,7918560.0,914.57688,150.0,111.0,['Ivan Reitman'],"['Murray Salem', 'Murray Salem']","['Arnold Schwarzenegger', 'Penelope Ann Miller', 'Pamela Reed', 'Linda Hunt', 'Richard Tyson', 'Carroll Baker', 'Joseph Cousins', 'Christian Cousins', 'Cathy Moriarty', 'Park Overall', 'Jayne Brook', 'Richard Portnow', 'Tom Kurlander', 'Alix Koromzay', 'Betty Lou Henson']",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10887,426,418,12055
345,Crimson Tide,18612190.0,913.87195,530.0,116.0,['Tony Scott'],"['Michael Schiffer', 'Richard P. Henrick']","['Denzel Washington', 'Gene Hackman', 'Matt Craven', 'George Dzundza', 'Viggo Mortensen', 'James Gandolfini', 'Rocky Carroll', 'Jaime Gomez', 'Michael Milhoan', 'Scott Burkholder', 'Danny Nucci', 'Lillo Brancato', 'Eric Bruskotter', 'Ricky Schroder', 'Steve Zahn']",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,9284,644,1312,13255
346,Ride Along 2,35243095.0,912.2183,400.0,102.0,['Tim Story'],"['Phil Hay', 'Matt Manfredi']","['Ice Cube', 'Kevin Hart', 'Tika Sumpter', 'Benjamin Bratt', 'Olivia Munn', 'Ken Jeong', 'Bruce McGill', 'Michael Rose', 'Sherri Shepherd', 'Arturo Del Puerto', 'Eric Goins', 'Carlos Gómez', 'Utkarsh Ambudkar', 'Glen Powell', 'Nadine Velazquez']",0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1731,933,1770,15715
347,The Scorpion King,36075875.0,910.47077,600.0,92.0,['Chuck Russell'],"['Stephen Sommers', 'Jonathan Hales']","['Dwayne Johnson', 'Steven Brand', 'Michael Clarke Duncan', 'Kelly Hu', 'Bernard Hill', 'Grant Heslov', 'Peter Facinelli', 'Ralf Moeller', 'Branscombe Richmond', 'Roger Rees', 'Sherri Howard', 'Conrad Roberts', 'Joseph Ruskin', 'Esteban Cueto', 'Nils Allen Stewart']",0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6750,700,2180,17471
348,Prince of Persia: The Sands of Time,30095259.0,907.59676,2000.0,116.0,['Mike Newell'],"['Boaz Yakin', 'Doug Miro']","['Jake Gyllenhaal', 'Gemma Arterton', 'Ben Kingsley', 'Alfred Molina', 'Steve Toussaint', 'Toby Kebbell', 'Richard Coyle', 'Ronald Pickup', 'Reece Ritchie', 'Gísli Örn Garðarsson', 'Claudio Pacifico', 'Thomas DuPont', 'Dave Pope', 'Domonkos Pardanyi', 'Massimiliano Ubaldi']",0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3789,885,1841,16311
349,Space Cowboys,18093776.0,904.64773,650.0,130.0,['Clint Eastwood'],"['Ken Kaufman', 'Howard Klausner']","['Clint Eastwood', 'Tommy Lee Jones', 'Donald Sutherland', 'James Garner', 'James Cromwell', 'Marcia Gay Harden', 'William Devane', 'Loren Dean', 'Courtney B. Vance', 'Barbara Babcock', 'Rade Serbedzija', 'Blair Brown', 'Jay Leno', 'Nils Allen Stewart', 'Deborah Jolly']",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7373,272,1277,16193
350,RED,21761408.0,903.80162,580.0,111.0,['Robert Schwentke'],"['Jon Hoeber', 'Erich Hoeber']","['Bruce Willis', 'Mary-Louise Parker', 'Heidi von Palleske', 'Jefferson Brown', 'Karl Urban', 'Chris Owens', 'Rebecca Pidgeon', 'Morgan Freeman', 'Jaqueline Fleming', 'Randy Wade Kelley', 'Jason Giuliano', 'Alec Rayme', 'Lawrence Turner', 'Emily Kuroda', 'Joe Chrest']",0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3649,839,1586,16145
351,Terminator Genisys,27018486.0,897.60956,1550.0,126.0,['Alan Taylor'],"['Laeta Kalogridis', 'Patrick Lussier']","['Arnold Schwarzenegger', 'Jason Clarke', 'Emilia Clarke', 'Jai Courtney', 'J.K. Simmons', 'Dayo Okeniyi', 'Matt Smith', 'Courtney B. Vance', 'Byung-hun Lee', 'Michael Gladis', 'Sandrine Holt', 'Wayne Bastrup', 'Gregory Alan Williams', 'Otto Sanchez', 'Matty Ferraro']",1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1929,1022,1895,16212
352,The Lone Ranger,29210849.0,893.02115,2150.0,150.0,['Gore Verbinski'],"['Justin Haythe', 'Ted Elliott']","['Johnny Depp', 'Armie Hammer', 'William Fichtner', 'Tom Wilkinson', 'Ruth Wilson', 'Helena Bonham Carter', 'James Badge Dale', 'Bryant Prince', 'Barry Pepper', 'Mason Cook', 'JD Cullum', 'Saginaw Grant', 'Harry Treadaway', 'James Frain', 'Joaquín Cosio']",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2657,1024,2199,17171
353,Taken 3,39201657.0,892.56424,480.0,108.0,['Olivier Megaton'],"['Luc Besson', 'Robert Mark Kamen']","['Liam Neeson', 'Forest Whitaker', 'Famke Janssen', 'Maggie Grace', 'Dougray Scott', 'Sam Spruell', 'Don Harvey', 'Dylan Bruno', 'Leland Orser', 'David Warshofsky', 'Jon Gries', 'Jonny Weston', 'Andrew Borba', 'Judi Beecher', 'Andrew Howard']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2102,978,1784,16508
354,Oblivion,37054485.0,891.07235,1200.0,124.0,['Joseph Kosinski'],"['Karl Gajdusek', 'Michael Arndt']","['Tom Cruise', 'Morgan Freeman', 'Olga Kurylenko', 'Andrea Riseborough', 'Nikolaj Coster-Waldau', 'Melissa Leo', 'Zoë Bell', 'Abigail Lowe', 'Isabelle Lowe']",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2732,955,2256,15598
355,Waterworld,21171780.0,882.4622,1750.0,135.0,['Kevin Reynolds'],"['Peter Rader', 'David Twohy']","['Kevin Costner', 'Chaim Jeraffi', 'Rick Aviles', 'R.D. Call', 'Zitto Kazann', 'Leonardo Cimino', 'Zakes Mokae', ""Luke Ka'ili Jr."", 'Anthony DeMasters', 'Willy Petrovic', 'Jack Kehler', 'Jeanne Tripplehorn', 'Lanny Flaherty', 'Robert A. Silverman', 'Gerard Murphy']",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9207,666,1472,15300
356,Entrapment,20145595.0,877.04396,660.0,113.0,['Jon Amiel'],"['Ronald Bass', 'Michael Hertzberg']","['Sean Connery', 'Catherine Zeta-Jones', 'Ving Rhames', 'Will Patton', 'Maury Chaykin', 'Kevin McNally', ""Terry O'Neill"", 'Madhav Sharma', 'David Yip', 'Tim Potter', 'Eric Meyers', 'Aaron Swartz', 'William Marsh', 'Tony Xu', 'Rolf Saxon']",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7835,569,1398,17104
357,Pineapple Express,23245025.0,873.4138,270.0,111.0,['David Gordon Green'],"['Seth Rogen', 'Evan Goldberg']","['Seth Rogen', 'James Franco', 'Danny McBride', 'Kevin Corrigan', 'Craig Robinson', 'Gary Cole', 'Rosie Perez', 'Ed Begley Jr.', 'Nora Dunn', 'Amber Heard', 'Joe Lo Truglio', 'Arthur Napiontek', 'Cleo King', 'Bill Hader', 'James Remar']",0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4449,997,1781,16967
358,The Accountant,24710273.0,862.60045,440.0,128.0,"[""Gavin O'Connor""]",['Bill Dubuque'],"['Ben Affleck', 'Anna Kendrick', 'J.K. Simmons', 'Jon Bernthal', 'Jeffrey Tambor', 'Cynthia Addai-Robinson', 'John Lithgow', 'Jean Smart', 'Andy Umberger', 'Alison Wright', 'Jason Davis', 'Robert C. Treveiler', 'Mary Kraft', 'Seth Lee', 'Jake Presley']",0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1458,742,1331,15515
359,Spy Kids 2: Island of Lost Dreams,16711716.0,858.46429,380.0,100.0,['Robert Rodriguez'],['Robert Rodriguez'],"['Antonio Banderas', 'Carla Gugino', 'Alexa PenaVega', 'Daryl Sabara', 'Steve Buscemi', 'Mike Judge', 'Danny Trejo', 'Cheech Marin', ""Matt O'Leary"", 'Emily Osment', 'Ricardo Montalban', 'Holland Taylor', 'Alan Cumming', 'Taylor Momsen', 'Christopher McDonald']",1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6640,642,1423,16191
360,Fury,23702421.0,858.17906,680.0,134.0,['David Ayer'],['David Ayer'],"['Brad Pitt', 'Shia LaBeouf', 'Logan Lerman', 'Michael Peña', 'Jon Bernthal', 'Jim Parrack', 'Brad William Henke', 'Kevin Vance', 'Xavier Samuel', 'Jason Isaacs', 'Anamaria Marinca', 'Alicia von Rittberg', 'Scott Eastwood', 'Laurence Spellman', 'Daniel Betts']",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2186,1023,2111,16603
361,Pokémon: The First Movie - Mewtwo Strikes Back,31036678.0,857.44662,300.0,96.0,"['Kunihiko Yuyama', 'Michael Haigney']","['Satoshi Tajiri', 'Takeshi Shudo']","['Veronica Taylor', 'Jay Goede', 'Rachael Lillis', 'Eric Stuart', 'Madeleine Blaustein', 'Ikue Ôtani', 'Ted Lewis', 'James Carter Cathcart', 'Michael Haigney', 'Kayzie Rogers', 'Rodger Parsons', 'Hirotaka Suzuoki', 'Lee Quick', 'Ayako Shiraishi', 'Chinami Nishimura']",0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,7641,816,1678,14680
362,Alita: Battle Angel,28525613.0,857.1021,1700.0,122.0,['Robert Rodriguez'],"['James Cameron', 'Laeta Kalogridis']","['Rosa Salazar', 'Christoph Waltz', 'Jennifer Connelly', 'Mahershala Ali', 'Ed Skrein', 'Jackie Earle Haley', 'Keean Johnson', 'Jorge Lendeborg Jr.', 'Lana Condor', 'Idara Victor', 'Jeff Fahey', 'Eiza González', 'Derek Mears', 'Leonard Wu', 'Racer Rodriguez']",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,605,642,1895,17220
363,Real Steel,27319677.0,854.68508,1100.0,127.0,['Shawn Levy'],"['John Gatins', 'Dan Gilroy']","['Hugh Jackman', 'Dakota Goyo', 'Evangeline Lilly', 'Anthony Mackie', 'Kevin Durand', 'Hope Davis', 'James Rebhorn', 'Karl Yune', 'Olga Fonda', 'John Gatins', 'Sophie Levy', 'Tess Levy', 'Charlie Levy', 'Gregory Sims', 'Torey Adkins']",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3292,849,1936,17768
364,The SpongeBob SquarePants Movie,32018216.0,854.17988,300.0,87.0,"['Stephen Hillenburg', 'Mark Osborne']","['Derek Drymon', 'Stephen Hillenburg']","['Tom Kenny', 'Clancy Brown', 'Rodger Bumpass', 'Bill Fagerbakke', 'Mr. Lawrence', 'Jill Talley', 'Carolyn Lawrence', 'Mary Jo Catlett', 'Jeffrey Tambor', 'Scarlett Johansson', 'Alec Baldwin', 'David Hasselhoff', 'Kristopher Logan', 'D.P. FitzGerald', 'Cole S. McKay']",1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5805,987,1890,17605
365,Power Rangers,40300288.0,853.6445,1000.0,124.0,['Dean Israelite'],"['John Gatins', 'Matt Sazama']","['Dacre Montgomery', 'Naomi Scott', 'RJ Cyler', 'Ludi Lin', 'Becky G', 'Elizabeth Banks', 'Bryan Cranston', 'Bill Hader', 'Matt Shively', 'Cody Kearsley', 'David Denman', 'Robert Moloney', 'Anjali Jay', 'Sarah Grey', 'Morgan Taylor Campbell']",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1297,796,1828,17321
366,Aliens,10052042.0,851.60248,185.0,137.0,['James Cameron'],"['James Cameron', 'David Giler']","['Sigourney Weaver', 'Carrie Henn', 'Michael Biehn', 'Paul Reiser', 'Lance Henriksen', 'Bill Paxton', 'William Hope', 'Jenette Goldstein', 'Al Matthews', 'Mark Rolston', 'Ricco Ross', 'Colette Hiller', 'Daniel Kash', 'Cynthia Dale Scott', 'Tip Tipping']",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12504,842,1749,14429
367,The Expendables 2,28591370.0,850.28192,1000.0,103.0,['Simon West'],"['Richard Wenk', 'Sylvester Stallone']","['Sylvester Stallone', 'Jason Statham', 'Jet Li', 'Dolph Lundgren', 'Chuck Norris', 'Jean-Claude Van Damme', 'Bruce Willis', 'Arnold Schwarzenegger', 'Terry Crews', 'Randy Couture', 'Liam Hemsworth', 'Scott Adkins', 'Nan Yu', 'Amanda Ooms', 'Charisma Carpenter']",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2977,832,1619,17498
368,The Poseidon Adventure,264850.0,845.63118,50.0,117.0,['Ronald Neame'],"['Paul Gallico', 'Stirling Silliphant']","['Gene Hackman', 'Ernest Borgnine', 'Red Buttons', 'Carol Lynley', 'Roddy McDowall', 'Stella Stevens', 'Shelley Winters', 'Jack Albertson', 'Pamela Sue Martin', ""Arthur O'Connell"", 'Eric Shea', 'Fred Sadoff', 'Sheila Allen', 'Jan Arvan', 'Byron Webster']",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,17469,14,731,7570
369,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,33010017.0,841.58461,845.0,109.0,['Cathy Yan'],"['Christina Hodson', 'Paul Dini']","['Margot Robbie', 'Rosie Perez', 'Mary Elizabeth Winstead', 'Jurnee Smollett', 'Ewan McGregor', 'Ella Jay Basco', 'Chris Messina', 'Ali Wong', 'David Ury', 'Sara Montez', 'Izabel Pakzad', 'Daniel Bernhardt', 'Kc Strubbe', 'Jacky Shu', 'Paloma Rabinov']",0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,907,1914,16435
370,Atlantis: The Lost Empire,329011.0,840.56472,1200.0,95.0,"['Gary Trousdale', 'Kirk Wise']","['Tab Murphy', 'Kirk Wise']","['Corey Burton', 'Claudia Christian', 'Michael J. Fox', 'James Garner', 'John Mahoney', 'Phil Morris', 'Leonard Nimoy', 'Don Novello', 'Jacqueline Obradors', 'Florence Stanley', 'David Ogden Stiers', 'Natalie Strom', 'Cree Summer', 'Jim Varney', 'Jim Cummings']",1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,7058,189,978,12186
371,Cliffhanger,16176967.0,840.49211,700.0,113.0,['Renny Harlin'],"['John Long', 'Michael France']","['Sylvester Stallone', 'John Lithgow', 'Michael Rooker', 'Janine Turner', 'Rex Linn', 'Caroline Goodall', 'Leon', 'Craig Fairbrass', 'Gregory Scott Cummins', 'Denis Forest', 'Michelle Joyner', 'Max Perlich', 'Paul Winfield', 'Ralph Waite', 'Trey Brownell']",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9998,532,1796,15670
