,gross_log,const,budget,runtime,PG,PG-13,R,Action,Adventure,Animation,Crime,Family,Fantasy,Horror,Sci-Fi,Thriller,dir_rank,wri_rank,cast_rank
126,19.105551398366156,1.0,175000000.0,94.0,1,0,0,1,1,1,0,1,0,0,1,1,967,2187,17266
127,19.099586018308962,1.0,48000000.0,127.0,0,0,0,1,1,0,0,0,0,0,0,0,792,2208,15888
128,19.088727410866614,1.0,150000000.0,131.0,0,1,0,1,1,0,0,0,0,0,0,1,978,1948,17539
129,19.071543074081564,1.0,50000000.0,112.0,0,0,1,1,0,0,1,0,0,0,0,0,996,2174,17041
130,19.068855422289207,1.0,125000000.0,101.0,0,1,0,1,1,0,0,0,0,0,1,0,913,2006,17230
131,18.722753139747844,1.0,13500000.0,93.0,0,0,0,1,1,0,0,1,0,0,1,0,913,2006,17230
132,19.082003290411457,1.0,140000000.0,88.0,0,1,0,1,1,0,0,0,0,0,1,0,890,2143,16745
133,19.063803876921725,1.0,90000000.0,117.0,1,0,0,1,1,1,0,1,0,0,1,0,929,2056,16756
134,19.0611687767189,1.0,100000000.0,106.0,0,1,0,1,0,0,0,0,0,0,0,1,1049,2239,16684
135,19.05038441429806,1.0,103000000.0,155.0,0,0,1,1,1,0,0,0,0,0,0,0,847,1950,16511
136,19.04580824717542,1.0,125000000.0,129.0,0,1,0,1,1,0,0,0,0,0,0,0,1008,2019,17593
137,19.045232111687135,1.0,125000000.0,124.0,0,1,0,1,1,0,0,0,0,0,1,1,946,2119,17313
138,19.04306355091307,1.0,110000000.0,120.0,0,1,0,1,0,0,1,0,0,0,0,1,876,2117,16663
139,19.03082192980401,1.0,100000000.0,121.0,0,1,0,1,1,0,0,0,0,0,0,0,637,2146,16781
140,19.029770870120025,1.0,44000000.0,130.0,0,1,0,1,0,0,1,0,0,0,0,1,561,1473,17198
141,19.028476409189796,1.0,135000000.0,156.0,0,0,1,1,1,0,0,0,0,0,0,0,27,316,17545
142,19.02290947393226,1.0,140000000.0,130.0,0,1,0,1,1,0,0,0,0,0,0,1,870,2041,16524
143,19.014956724294233,1.0,93000000.0,92.0,0,1,0,1,1,0,0,0,0,0,1,1,856,1974,16831
144,19.01417676828868,1.0,150000000.0,115.0,0,1,0,1,1,0,0,0,1,0,0,0,901,2089,17773
145,19.0139073411115,1.0,80000000.0,110.0,0,1,0,1,1,0,0,0,0,0,0,1,581,2083,16395
146,19.009589906396105,1.0,130000000.0,117.0,0,1,0,1,1,0,0,0,0,0,1,0,969,2176,17785
147,19.00853262894983,1.0,100000000.0,119.0,0,1,0,1,1,0,0,0,0,0,1,1,888,2220,17307
148,19.007818070302054,1.0,150000000.0,107.0,0,1,0,1,1,0,0,0,0,0,1,0,1020,2130,17570
149,19.007746432346707,1.0,28000000.0,118.0,0,0,0,1,1,0,0,0,0,0,0,0,792,1682,14221
150,19.0073590225991,1.0,15000000.0,110.0,0,0,0,1,0,0,0,0,0,0,0,0,646,865,13621
151,19.0030128598124,1.0,225000000.0,106.0,0,1,0,1,1,0,0,0,0,0,1,0,890,2143,17148
152,18.991676810175665,1.0,145000000.0,102.0,1,0,0,1,1,1,0,1,1,0,0,0,988,2136,16884
153,18.990304484843147,1.0,93000000.0,105.0,0,1,0,1,0,0,0,0,0,0,1,1,897,2265,17597
154,18.989706433850134,1.0,140000000.0,124.0,0,1,0,1,1,0,0,0,0,0,1,0,856,2276,17780
155,18.989350381814063,1.0,40000000.0,140.0,1,0,0,1,0,0,0,1,0,0,0,0,759,2166,16940
156,18.327218890939182,1.0,8000000.0,126.0,0,0,0,1,0,0,0,1,0,0,0,0,759,2166,16940
157,18.987368273788544,1.0,75000000.0,108.0,0,1,0,1,0,0,0,0,0,0,0,1,1007,2140,16760
158,18.984575273574425,1.0,80000000.0,104.0,1,0,0,1,0,1,0,1,0,0,0,0,1011,2207,17231
159,18.979173078192805,1.0,8800000.0,97.0,0,0,0,1,1,0,0,0,0,0,0,0,218,439,9280
160,18.974318326545625,1.0,200000000.0,137.0,0,0,0,1,1,0,0,0,0,0,0,1,1016,2269,17073
161,18.968853561545206,1.0,100000000.0,131.0,1,0,0,1,1,0,0,0,0,0,0,1,763,1811,16440
162,18.968550149613737,1.0,85000000.0,124.0,0,0,1,1,0,0,0,0,0,0,0,1,870,1792,16371
163,18.96624904634756,1.0,230000000.0,129.0,0,1,0,1,1,0,0,0,1,0,0,0,1035,2230,17540
164,18.96336986938028,1.0,170000000.0,125.0,1,0,0,1,1,0,0,0,0,0,1,0,957,2078,16272
165,18.959976791483097,1.0,63000000.0,136.0,0,0,1,1,0,0,0,0,0,0,1,0,961,1939,15988
166,18.95726584710147,1.0,75000000.0,130.0,0,0,1,1,0,0,1,0,0,0,0,1,917,2172,16990
167,18.94166515407089,1.0,200000000.0,106.0,0,1,0,1,1,0,0,0,0,0,0,1,975,2181,17270
168,18.939788845110535,1.0,185000000.0,118.0,0,1,0,1,1,0,0,0,1,0,1,0,1032,2197,17767
169,18.93617123030848,1.0,150000000.0,144.0,0,1,0,1,1,0,0,0,0,0,0,1,850,2181,17582
170,18.928173822954378,1.0,200000000.0,158.0,0,1,0,1,1,0,0,0,0,0,1,0,946,2127,17218
171,18.924444942436224,1.0,48000000.0,143.0,0,0,0,1,1,0,0,0,0,0,0,0,668,1696,16556
172,18.922964366483324,1.0,150000000.0,90.0,1,0,0,1,1,1,0,1,1,0,0,0,981,2100,16371
173,18.910578221823684,1.0,125000000.0,106.0,0,1,0,1,1,0,0,0,1,0,0,0,997,2114,17582
174,18.909224144603815,1.0,74000000.0,92.0,1,0,0,1,1,1,0,1,1,0,1,0,1018,2100,16915
175,18.908661438109988,1.0,80000000.0,126.0,0,1,0,1,0,0,1,0,1,0,0,0,888,2094,16405
176,18.90578484748401,1.0,120000000.0,123.0,0,1,0,1,0,0,0,0,0,0,0,1,1007,2183,17695
177,18.89655547326127,1.0,142000000.0,133.0,0,1,0,1,1,0,0,0,0,0,0,1,824,2181,17005
178,18.895668836346193,1.0,129000000.0,104.0,1,0,0,1,1,1,0,1,1,0,0,0,988,2136,17035
179,18.888069632741768,1.0,43000000.0,117.0,0,0,1,1,0,0,1,0,0,0,0,0,889,2060,15827
180,18.88346046851503,1.0,185000000.0,122.0,0,1,0,1,1,0,0,0,0,0,1,1,1040,2185,17614
181,18.873663575274197,1.0,75000000.0,104.0,0,1,0,1,1,0,0,0,0,0,1,0,1021,2191,17149
182,18.861786375514626,1.0,178000000.0,144.0,0,1,0,1,1,0,0,0,0,0,1,0,1021,2191,17535
183,18.86107777250173,1.0,170000000.0,127.0,0,1,0,1,1,0,0,0,1,0,0,0,944,2164,17773
184,18.861419606723803,1.0,80000000.0,124.0,0,1,0,1,1,0,0,0,1,0,0,0,947,2068,17115
185,18.200381830317212,1.0,125000000.0,111.0,0,1,0,1,1,0,0,0,1,0,0,1,947,2068,17115
186,18.860166091803617,1.0,110000000.0,114.0,0,1,0,1,1,0,0,0,0,0,0,1,954,2161,16947
187,18.859350201858568,1.0,85000000.0,107.0,0,1,0,1,0,0,0,0,0,0,0,1,1040,2229,17670
188,18.856972975855733,1.0,100000000.0,106.0,0,1,0,1,1,0,0,0,1,0,1,0,935,2117,17780
189,17.842959120155626,1.0,120000000.0,100.0,0,1,0,1,1,0,0,0,0,0,1,0,935,2117,17780
190,18.852841919808323,1.0,150000000.0,120.0,0,0,1,1,1,0,0,0,0,0,1,1,833,2093,17393
191,18.850285700522843,1.0,28000000.0,100.0,0,0,0,1,0,0,1,0,0,0,0,1,646,1272,14173
192,18.827488270613415,1.0,175000000.0,118.0,0,1,0,1,1,0,0,0,0,0,1,1,947,1806,16876
193,18.832445269004985,1.0,85000000.0,139.0,0,1,0,1,1,0,0,0,0,0,1,0,788,2164,17161
194,18.828911570599317,1.0,44000000.0,96.0,0,0,0,1,1,0,0,0,0,0,0,1,426,1401,13445
195,18.828616876563267,1.0,200000000.0,109.0,0,0,1,1,0,0,0,0,0,0,1,0,760,1789,16278
196,18.8155287091376,1.0,130000000.0,95.0,1,0,0,1,0,1,0,1,0,0,1,0,1013,2099,17193
197,18.8076694497391,1.0,28000000.0,114.0,0,0,0,1,0,0,1,0,0,0,0,1,580,1913,12698
198,18.805127587777022,1.0,150000000.0,140.0,0,1,0,1,1,0,0,0,0,0,1,1,976,1970,17597
199,18.801909886024582,1.0,160000000.0,131.0,0,1,0,1,1,0,0,0,0,0,1,0,896,2089,17176
200,18.80104963319877,1.0,115000000.0,141.0,0,0,1,1,0,0,0,0,0,0,0,1,844,1709,14579
201,18.799572350039462,1.0,85000000.0,99.0,1,0,0,1,1,0,0,1,0,0,1,0,1027,2179,17027
202,18.792251121051244,1.0,25000000.0,90.0,0,1,0,1,0,0,0,0,0,0,0,1,809,1784,16525
203,18.79087110280806,1.0,120000000.0,115.0,0,1,0,1,0,0,0,0,0,0,1,1,826,2135,16750
204,18.790391046238707,1.0,35000000.0,118.0,0,0,1,1,0,0,1,0,0,0,0,1,580,1454,15069
205,18.78902481304791,1.0,38000000.0,106.0,0,1,0,1,0,0,1,0,0,0,0,1,825,2229,17267
206,18.78605515951823,1.0,150000000.0,104.0,1,0,0,1,1,0,0,1,0,0,1,0,936,2157,17711
207,18.782045008819395,1.0,145000000.0,95.0,1,0,0,1,1,1,0,1,1,0,0,0,981,2100,16094
208,18.795299916885345,1.0,130000000.0,113.0,0,1,0,1,0,0,0,0,0,1,1,1,763,1738,16921
209,18.772107614814658,1.0,70000000.0,124.0,0,1,0,1,1,0,0,0,0,0,0,1,825,1809,17063
210,18.768668493245393,1.0,225000000.0,150.0,1,0,0,1,1,0,0,1,1,0,0,0,1042,2275,17119
211,18.765594847534278,1.0,33000000.0,98.0,0,1,0,1,0,0,1,0,0,0,0,1,945,2126,16652
212,18.76046651332684,1.0,75000000.0,120.0,0,1,0,1,0,0,0,0,0,0,1,1,963,2039,17124
213,18.759804148833524,1.0,100000000.0,132.0,0,1,0,1,1,0,0,0,1,0,0,0,942,1871,17615
214,18.758713983003652,1.0,70000000.0,110.0,0,1,0,1,0,0,1,0,0,0,0,1,1019,2047,17008
215,18.75805234745049,1.0,140000000.0,91.0,0,1,0,1,0,0,1,0,0,0,0,1,945,2230,16784
216,18.756111631414846,1.0,45000000.0,92.0,0,1,0,1,0,0,0,0,0,0,0,1,980,1784,16701
217,18.752240562954956,1.0,150000000.0,129.0,0,0,1,1,0,0,0,0,0,0,1,0,961,1939,17341
218,18.74716356638524,1.0,130000000.0,147.0,0,0,1,1,0,0,1,0,0,0,0,1,1012,1861,16457
219,18.746002956590587,1.0,42000000.0,109.0,0,0,1,1,0,0,1,0,0,0,0,0,996,1956,17767
220,18.740516588602723,1.0,175000000.0,140.0,0,1,0,1,1,0,0,0,0,0,1,0,792,2235,17396
221,18.731781552104117,1.0,80000000.0,121.0,0,0,1,1,0,0,1,0,0,0,0,1,852,1934,16026
222,18.72032745381269,1.0,25000000.0,99.0,0,1,0,1,0,0,1,0,0,0,0,0,935,2043,16085
223,18.717293342779985,1.0,110000000.0,128.0,0,1,0,1,0,0,0,0,0,0,0,1,846,1970,17397
224,18.71935403851032,1.0,150000000.0,112.0,0,1,0,1,1,0,0,0,0,0,1,0,997,2235,17039
225,18.717138331193464,1.0,75000000.0,110.0,0,0,1,1,0,0,1,0,0,0,0,1,916,2131,17210
226,18.7167148632559,1.0,55000000.0,143.0,1,0,0,1,1,0,0,0,0,0,1,0,580,1894,14329
227,18.71386896222269,1.0,75000000.0,136.0,0,0,1,1,1,0,0,0,0,0,0,1,1012,1618,14220
228,18.713572728711355,1.0,150000000.0,126.0,0,1,0,1,1,0,0,0,0,0,0,1,1068,2209,16741
229,18.70868161058388,1.0,150000000.0,138.0,0,1,0,1,0,0,0,0,0,0,0,1,852,1942,17120
230,18.702522183063724,1.0,120000000.0,126.0,0,1,0,1,1,0,0,0,0,0,1,0,873,1970,17742
231,18.699654261777642,1.0,137000000.0,138.0,0,1,0,1,0,0,0,0,0,0,1,0,629,2267,17508
232,18.698864797692416,1.0,102000000.0,145.0,0,1,0,1,0,0,1,0,0,0,1,1,792,1943,16775
233,18.697719410780138,1.0,130000000.0,92.0,1,0,0,1,1,0,0,0,1,0,1,0,935,2015,17780
234,18.696585133484714,1.0,150000000.0,103.0,1,0,0,1,1,0,0,1,1,0,0,0,932,1892,17702
235,18.691990035952806,1.0,115000000.0,100.0,0,1,0,1,1,0,0,0,1,0,0,1,834,2107,16532
236,18.686459196517912,1.0,140000000.0,127.0,0,0,1,1,0,0,1,0,0,0,0,1,580,1913,15344
237,18.68549744489153,1.0,80000000.0,110.0,0,1,0,1,1,0,0,0,0,0,0,0,908,1997,17760
238,18.684421537491925,1.0,110000000.0,119.0,0,1,0,1,1,0,0,0,0,0,1,1,841,2138,16807
239,18.684341728852857,1.0,217000000.0,154.0,0,1,0,1,1,0,0,0,0,0,1,0,1012,1982,17680
240,18.670275937417898,1.0,144000000.0,117.0,0,1,0,1,0,0,0,0,1,0,1,0,889,2060,17469
241,18.669583453041717,1.0,81000000.0,129.0,0,0,1,1,1,0,0,0,0,0,0,1,896,1952,17712
242,18.668156819618325,1.0,17000000.0,120.0,0,1,0,1,1,0,0,0,1,0,0,0,629,105,15328
